Item_Identifier,Item_Weight,Item_Fat_Content,Item_Type,Item_MRP
FDD09,13.5,low fat,Fruits and Vegetables,179.6976
FDW07,18,Regular,Fruits and Vegetables,88.7514
FDM27,18,Regular,Meat,158.7946
NCY53,20,Low Fat,Health and Hygiene,111.0544
FDA10,20.35,Low Fat,Snack Foods,123.2072
DRB24,8.785,Low Fat,Soft Drinks,156.4656
NCN53,8.785,Low Fat,Health and Hygiene,35.4874
FDA31,7.1,Low Fat,Fruits and Vegetables,171.708
FDE24,14.85,Low Fat,Baking Goods,140.9812
FDV26,20.25,Regular,Dairy,196.7794
FDF40,20.25,Regular,Dairy,250.9092
FDH34,20.25,Low Fat,Snack Foods,186.6582
FDO16,5.48,Low Fat,Frozen Foods,83.325
FDZ43,11,Regular,Fruits and Vegetables,241.7512
DRJ51,14.1,Low Fat,Dairy,231.9668
NCL07,14.1,Low Fat,Others,40.548
FDU58,6.61,Regular,Snack Foods,186.0898
FDI26,5.94,Low Fat,Canned,177.9344
FDG24,7.975,Low Fat,Baking Goods,83.125
NCM19,12.65,Low Fat,Others,112.5202
NCO29,11.15,Low Fat,Health and Hygiene,166.3526
NCM05,6.825,Low Fat,Health and Hygiene,262.7226
NCE07,8.18,Low Fat,Household,142.6154
FDR10,17.6,Low Fat,Snack Foods,160.4552
FDO12,15.75,Low Fat,Baking Goods,194.3452
FDC17,12.15,Low Fat,Frozen Foods,211.8928
FDF34,9.3,Regular,Snack Foods,197.6084
FDO22,13.5,Regular,Snack Foods,78.796
FDT52,9.695,Regular,Frozen Foods,246.0144
FDR24,9.695,Regular,Baking Goods,88.383
FDP08,20.5,Regular,Fruits and Vegetables,192.2478
FDF39,14.85,Regular,Dairy,262.591
NCQ06,13,Low Fat,Household,256.1014
FDR04,7.075,Low Fat,Frozen Foods,95.7068
FDQ32,17.85,Regular,Fruits and Vegetables,125.1388
DRD15,10.6,Low Fat,Dairy,232.4642
FDB02,9.695,Regular,Canned,175.137
NCS18,12.65,Low Fat,Household,108.0938
NCS30,5.945,Low Fat,Household,127.9652
FDN15,17.5,Low Fat,Meat,141.418
NCL31,7.39,Low Fat,Others,143.847
FDV31,9.8,Low Fat,Fruits and Vegetables,177.937
FDF38,11.8,Regular,Canned,40.6138
DRK59,8.895,low fat,Hard Drinks,235.5616
DRJ24,11.8,Low Fat,Soft Drinks,186.8924
FDW51,11.8,Regular,Meat,213.356
FDN49,17.25,Regular,Breakfast,41.248
FDE20,11.35,Regular,Fruits and Vegetables,168.379
FDH60,19.7,Regular,Baking Goods,198.411
NCD55,14,Low Fat,Household,40.2454
FDU13,8.355,Low Fat,Canned,146.4418
FDZ07,15.1,Regular,Fruits and Vegetables,62.3194
FDY13,12.1,Low Fat,Canned,77.367
FDP56,8.185,low fat,Fruits and Vegetables,48.6692
DRA59,8.185,Regular,Soft Drinks,186.2924
FDY40,15.5,Regular,Frozen Foods,49.0692
FDW40,14,Regular,Frozen Foods,144.2812
NCW17,18,Low Fat,Health and Hygiene,129.3994
DRN37,9.6,Low Fat,Soft Drinks,166.5158
FDZ19,9.6,Low Fat,Fruits and Vegetables,177.7712
FDW34,9.6,Low Fat,Snack Foods,244.117
FDC28,9.6,Low Fat,Frozen Foods,107.8254
FDB29,16.7,Regular,Frozen Foods,114.7176
FDE26,9.3,Low Fat,Canned,144.9786
FDG45,8.1,Low Fat,Fruits and Vegetables,210.9902
NCU54,8.88,Low Fat,Household,208.527
FDF26,6.825,Regular,Canned,153.7998
FDX52,11.5,Regular,Frozen Foods,194.782
FDR04,7.075,Low Fat,Frozen Foods,98.8068
NCP06,20.7,Low Fat,Household,151.7366
FDN25,7.895,Regular,Breakfast,56.7588
NCH42,6.86,Low Fat,Household,229.601
FDO46,9.6,Regular,Snack Foods,187.1872
NCG54,12.1,Low Fat,Household,172.1106
FDU07,11.1,Low Fat,Fruits and Vegetables,151.8366
DRJ11,9.5,Low Fat,Hard Drinks,190.9872
FDH10,21,Low Fat,Snack Foods,193.0478
FDN56,5.46,Regular,Fruits and Vegetables,144.9786
FDY56,5.46,Regular,Fruits and Vegetables,225.3062
NCQ53,17.6,Low Fat,Health and Hygiene,236.259
NCN54,20.35,Low Fat,Household,75.8328
NCC43,7.39,Low Fat,Household,249.5066
FDB35,7.39,Regular,Starchy Foods,92.9804
FDX33,9.195,Regular,Snack Foods,160.2578
NCT06,17.1,Low Fat,Household,166.2842
FDM50,13,Regular,Canned,59.322
FDC37,15.5,Low Fat,Baking Goods,107.2938
NCT54,8.695,Low Fat,Household,94.8094
FDG34,8.695,Regular,Snack Foods,107.8254
NCW54,7.5,low fat,Household,55.3588
FDZ46,7.485,Low Fat,Snack Foods,112.1228
NCQ05,11.395,Low Fat,Health and Hygiene,150.8708
NCE54,20.7,Low Fat,Household,76.7354
FDH17,16.2,Regular,Frozen Foods,96.3726
FDB23,16.2,Regular,Starchy Foods,225.9062
DRL49,13.15,Low Fat,Soft Drinks,144.2812
FDT03,21.25,Low Fat,Meat,182.3608
FDW59,13.15,Low Fat,Breads,84.3566
NCB18,19.6,Low Fat,Household,89.2514
FDI22,12.6,Low Fat,Snack Foods,208.7612
FDZ50,12.8,Regular,Dairy,181.7608
FDS14,7.285,Low Fat,Dairy,155.1288
NCN19,13.1,Low Fat,Others,190.253
FDG46,8.63,Regular,Snack Foods,114.6518
FDS04,10.195,Regular,Frozen Foods,141.5838
FDM58,16.85,Regular,Snack Foods,110.0544
FDB60,9.3,Low Fat,Baking Goods,193.0136
FDH28,15.85,Regular,Frozen Foods,36.7506
NCU53,5.485,Low Fat,Health and Hygiene,163.7842
FDI22,12.6,Low Fat,Snack Foods,208.9612
DRM37,12.6,Low Fat,Soft Drinks,197.8768
FDX40,12.85,Low Fat,Frozen Foods,38.1164
DRG15,6.13,Low Fat,Dairy,59.4536
FDV19,6.13,Regular,Fruits and Vegetables,159.1578
DRF01,5.655,Low Fat,Soft Drinks,145.0102
NCV54,11.1,Low Fat,Household,119.1124
FDA40,16,Regular,Frozen Foods,87.0856
FDE59,12.15,Low Fat,Starchy Foods,34.6532
FDX47,6.55,Regular,Breads,158.8288
FDW34,9.6,Low Fat,Snack Foods,244.417
NCM30,19.1,Low Fat,Household,43.0796
FDA02,14,Regular,Dairy,143.0786
FDV19,14.85,Regular,Fruits and Vegetables,160.9578
FDT48,4.92,Low Fat,Baking Goods,198.8084
FDD09,13.5,Low Fat,Fruits and Vegetables,182.4976
FDZ25,15.7,Regular,Canned,169.279
NCE19,8.97,Low Fat,Household,55.2956
DRE25,15.35,Low Fat,Soft Drinks,91.812
FDC14,15.35,Regular,Canned,41.2454
FDO15,15.35,Regular,Meat,72.5038
FDC46,17.7,Low Fat,Snack Foods,184.0266
NCX42,6.36,Low Fat,Household,163.3526
FDK52,6.36,Low Fat,Frozen Foods,225.3062
FDD04,6.36,Low Fat,Dairy,142.9154
NCL41,12.35,Low Fat,Health and Hygiene,34.8216
NCW41,18,Low Fat,Health and Hygiene,158.9604
FDO60,20,Low Fat,Baking Goods,43.1086
FDZ55,6.055,Low Fat,Fruits and Vegetables,159.692
FDO24,6.63,Low Fat,Baking Goods,158.9604
FDW14,8.3,Regular,Dairy,87.1198
FDD40,20.25,Regular,Dairy,193.8162
FDJ38,8.6,Regular,Canned,191.453
NCO54,19.5,Low Fat,Household,55.4614
FDJ10,5.095,Regular,Snack Foods,141.6838
FDK27,11,Low Fat,Meat,119.9756
FDR09,18.25,Low Fat,Snack Foods,260.5962
FDO60,20,Low Fat,Baking Goods,43.4086
FDX50,20,Low Fat,Dairy,109.5228
FDR44,20,Regular,Fruits and Vegetables,131.4968
FDD17,7.5,Low Fat,Frozen Foods,239.6906
FDI60,7.22,Regular,Baking Goods,62.951
FDH31,12,Regular,Meat,98.6042
FDL50,12.15,Regular,Canned,123.5046
FDO21,11.6,Regular,Snack Foods,223.1404
FDW12,8.315,Regular,Baking Goods,144.4444
FDT15,12.15,Regular,Meat,183.695
FDV25,5.905,Low Fat,Canned,222.1456
DRH13,8.575,Low Fat,Soft Drinks,105.828
FDG21,17.35,Regular,Seafood,147.905
NCI55,18.6,Low Fat,Household,123.1414
NCO06,18.6,Low Fat,Household,34.8558
FDR27,15.1,Regular,Meat,133.4942
FDA22,15.1,Low Fat,Starchy Foods,167.5158
FDS03,7.825,Low Fat,Meat,65.0826
FDZ12,9.17,Low Fat,Baking Goods,143.947
FDJ20,20.7,Regular,Fruits and Vegetables,124.2388
FDW09,13.65,Regular,Snack Foods,80.4302
FDS36,8.38,Regular,Baking Goods,111.857
FDY19,19.75,Low Fat,Fruits and Vegetables,119.8466
DRC49,8.67,Low Fat,Soft Drinks,142.9128
FDN12,15.6,Low Fat,Baking Goods,110.2544
FDJ03,12.35,Regular,Dairy,48.7692
FDC46,17.7,Low Fat,Snack Foods,182.4266
FDM02,12.5,Regular,Canned,87.9198
FDV20,20.2,Regular,Fruits and Vegetables,129.1678
NCH07,13.15,Low Fat,Household,158.7604
FDL28,13.15,Regular,Frozen Foods,230.0668
FDJ46,13.15,Low Fat,Snack Foods,174.2054
FDQ34,10.85,Low Fat,Snack Foods,106.3622
NCD42,10.85,Low Fat,Health and Hygiene,37.3506
FDO34,17.7,Low Fat,Snack Foods,166.4816
FDX60,14.35,Low Fat,Baking Goods,79.196
FDZ28,20,Regular,Frozen Foods,125.8678
FDT36,12.3,Low Fat,Baking Goods,37.2874
FDL24,10.3,Regular,Baking Goods,174.4422
FDJ58,15.6,Regular,Snack Foods,170.5764
FDY12,9.8,Regular,Baking Goods,50.5008
FDP58,11.1,Low Fat,Snack Foods,220.0482
FDC41,11.1,Low Fat,Frozen Foods,76.867
FDN08,7.72,Regular,Fruits and Vegetables,119.3466
FDJ53,7.72,Low Fat,Frozen Foods,121.5098
FDX04,19.6,Regular,Frozen Foods,49.9376
FDZ19,6.425,Low Fat,Fruits and Vegetables,175.3712
FDB45,20.85,Low Fat,Fruits and Vegetables,105.5306
NCF54,18,Low Fat,Household,170.5422
FDX21,7.05,Low Fat,Snack Foods,108.6912
FDA50,16.25,Low Fat,Dairy,98.341
DRH39,20.7,Low Fat,Dairy,74.667
FDA38,5.44,Low Fat,Dairy,241.2538
NCP30,20.5,Low Fat,Household,40.4822
FDW19,12.35,Regular,Fruits and Vegetables,109.857
FDF41,12.35,Low Fat,Frozen Foods,248.046
DRF23,4.61,Low Fat,Hard Drinks,175.4396
NCP14,8.275,Low Fat,Household,106.3306
FDK44,8.275,Low Fat,Fruits and Vegetables,175.4738
DRA59,8.27,Regular,Soft Drinks,186.5924
FDC28,7.905,Low Fat,Frozen Foods,109.2254
NCO53,16.2,Low Fat,Health and Hygiene,182.1608
FDY55,16.2,Low Fat,Fruits and Vegetables,258.3988
NCS54,13.6,Low Fat,Household,176.437
NCM07,9.395,Low Fat,Others,85.6908
FDQ19,7.35,Regular,Fruits and Vegetables,241.0512
FDS40,15.35,Low Fat,Frozen Foods,38.319
FDC14,14.5,Regular,Canned,42.0454
FDR12,12.6,Regular,Baking Goods,173.2764
FDM60,10.8,Regular,Baking Goods,39.3138
NCL55,12.15,Low Fat,Others,254.004
FDO21,11.6,Regular,Snack Foods,226.9404
NCG18,15.3,Low Fat,Household,101.6332
FDA27,20.35,Regular,Dairy,256.8672
DRG03,14.5,Low Fat,Dairy,155.1998
FDC22,6.89,Regular,Snack Foods,193.982
FDC21,14.6,Regular,Fruits and Vegetables,106.8254
DRF27,8.93,Low Fat,Dairy,153.434
FDW57,8.31,Regular,Snack Foods,176.9028
FDM34,19,Low Fat,Snack Foods,131.0626
FDZ39,19,Regular,Meat,103.499
FDU28,19,Regular,Frozen Foods,188.4214
FDQ27,5.19,Regular,Meat,102.599
FDQ52,17,Low Fat,Frozen Foods,246.5434
FDT51,11.65,Regular,Meat,110.8544
NCI30,20.25,Low Fat,Household,247.346
NCX29,10,Low Fat,Health and Hygiene,145.8102
FDX38,10,Regular,Dairy,49.5376
FDO08,11.1,Regular,Fruits and Vegetables,165.9526
FDM15,11.8,Regular,Meat,152.6366
FDW22,9.695,Regular,Snack Foods,221.3114
FDT08,13.65,Low Fat,Fruits and Vegetables,151.505
FDS32,17.75,Regular,Fruits and Vegetables,140.5838
NCI06,11.3,Low Fat,Household,179.866
FDR21,11.3,Low Fat,Snack Foods,178.237
FDD05,19.35,Low Fat,Frozen Foods,122.0098
FDZ02,6.905,Regular,Dairy,99.8726
FDH47,13.5,Regular,Starchy Foods,98.4068
FDM58,16.85,Regular,Snack Foods,111.4544
FDG09,20.6,Regular,Fruits and Vegetables,188.2556
FDO27,6.175,Regular,Meat,94.1752
FDI41,18.5,Regular,Frozen Foods,146.8418
FDK34,13.35,Low Fat,Snack Foods,236.8564
NCX54,13.35,Low Fat,Household,105.3622
FDL14,8.115,Regular,Canned,154.9972
FDA13,15.85,Low Fat,Canned,37.4506
FDS11,15.85,Regular,Breads,223.9088
FDT43,16.35,Low Fat,Fruits and Vegetables,50.8324
FDR07,21.35,Low Fat,Fruits and Vegetables,96.0094
FDF41,12.15,Low Fat,Frozen Foods,245.846
DRM23,16.6,Low Fat,Hard Drinks,172.0422
FDO52,11.6,Regular,Frozen Foods,170.3106
FDD10,20.6,Regular,Snack Foods,178.2344
FDN38,20.6,Regular,Canned,251.2408
FDE17,20.1,Regular,Frozen Foods,149.5366
FDD03,13.3,Low Fat,Dairy,232.63
NCW18,13.3,Low Fat,Household,237.7248
DRG36,13.3,Low Fat,Soft Drinks,172.3106
NCU17,5.32,Low Fat,Health and Hygiene,100.9674
FDU57,8.27,Regular,Snack Foods,148.6708
FDA56,8.27,Low Fat,Fruits and Vegetables,123.5414
FDZ15,13.1,Low Fat,Dairy,117.7782
FDY51,12.5,Low Fat,Meat,221.7798
DRF03,19.1,Low Fat,Dairy,42.5138
NCV06,11.3,Low Fat,Household,194.0478
NCQ53,13.65,low fat,Health and Hygiene,235.259
NCO29,13.65,Low Fat,Health and Hygiene,164.1526
FDT26,18.85,Regular,Dairy,121.044
FDI21,5.59,Regular,Snack Foods,65.0168
NCI55,18.6,Low Fat,Household,119.8414
FDZ04,9.31,Low Fat,Frozen Foods,63.751
FDL27,6.17,Low Fat,Meat,65.9826
FDS45,5.175,Regular,Snack Foods,107.6622
NCG43,5.175,Low Fat,Household,93.0462
FDU28,19.2,Regular,Frozen Foods,187.5214
NCG55,16.25,Low Fat,Household,116.0176
NCM42,6.13,Low Fat,Household,110.4912
NCG07,12.3,Low Fat,Household,189.653
NCQ29,12.3,Low Fat,Health and Hygiene,258.8278
NCV05,10.1,Low Fat,Health and Hygiene,153.3656
NCO02,11.15,Low Fat,Others,66.2142
FDH19,19.35,Low Fat,Meat,172.0738
DRG13,17.25,Low Fat,Soft Drinks,165.6526
FDI57,19.85,Low Fat,Seafood,196.3768
FDX51,9.5,Regular,Meat,194.7452
FDW33,9.395,Low Fat,Snack Foods,104.528
DRE12,4.59,Low Fat,Soft Drinks,113.286
FDY31,5.98,Low Fat,Fruits and Vegetables,148.2418
FDR31,6.46,Regular,Fruits and Vegetables,144.4102
FDS55,7.02,Low Fat,Fruits and Vegetables,146.8734
DRL60,8.52,Low Fat,Soft Drinks,151.5682
FDW55,12.6,Regular,Fruits and Vegetables,250.3092
FDT11,5.94,Regular,Breads,186.4556
FDO50,16.25,Low Fat,Canned,91.3804
FDD28,10.695,Low Fat,Frozen Foods,56.7904
FDN28,5.88,Regular,Frozen Foods,103.099
FDS35,9.3,Low Fat,Breads,65.7826
FDB38,19.5,Regular,Canned,158.292
FDT07,5.82,Regular,Fruits and Vegetables,256.433
FDC53,8.68,Low Fat,Frozen Foods,96.5384
NCT41,15.7,Low Fat,Health and Hygiene,153.2024
FDR40,15.7,Regular,Frozen Foods,78.5618
FDH32,12.8,Low Fat,Fruits and Vegetables,97.241
FDN60,15.1,Low Fat,Baking Goods,158.6604
FDR33,7.31,Low Fat,Snack Foods,108.157
FDB59,7.31,Low Fat,Snack Foods,197.2084
FDS07,12.35,Low Fat,Fruits and Vegetables,113.9518
FDD02,16.6,Low Fat,Canned,117.3124
FDR04,7.075,Low Fat,Frozen Foods,98.1068
DRJ47,18.25,Low Fat,Hard Drinks,174.708
FDW50,13.1,Low Fat,Dairy,165.1158
NCJ17,7.68,Low Fat,Health and Hygiene,85.2224
FDH60,19.7,Regular,Baking Goods,197.911
DRL60,8.52,Low Fat,Soft Drinks,151.9682
FDS32,17.75,Regular,Fruits and Vegetables,140.2838
FDM58,17.75,Regular,Snack Foods,112.2544
FDK10,5.785,Regular,Snack Foods,180.366
NCS30,5.945,Low Fat,Household,127.8652
FDY15,18.25,Regular,Dairy,154.663
FDC53,8.68,Low Fat,Frozen Foods,99.9384
FDK45,11.65,Low Fat,Seafood,113.386
FDH26,19.25,Regular,Canned,141.1496
NCW06,16.2,Low Fat,Household,192.3162
FDV37,13,Regular,Canned,195.8426
FDB52,17.75,low fat,Dairy,256.9672
FDF41,12.15,Low Fat,Frozen Foods,245.246
FDE56,17.25,Regular,Fruits and Vegetables,63.4194
FDC56,7.72,Low Fat,Fruits and Vegetables,121.744
FDT26,18.85,Regular,Dairy,120.644
FDR21,19.7,Low Fat,Snack Foods,175.137
FDC14,14.5,Regular,Canned,40.5454
FDI32,17.7,Low Fat,Fruits and Vegetables,116.6834
FDI02,15.7,Regular,Canned,113.7202
FDE22,9.695,Low Fat,Snack Foods,159.792
FDA36,11.8,Low Fat,Baking Goods,183.6924
NCS06,11.8,Low Fat,Household,260.991
NCX05,15.2,Low Fat,Health and Hygiene,116.8492
FDU19,8.77,Regular,Fruits and Vegetables,170.8422
FDA49,19.7,Low Fat,Canned,88.5198
NCZ42,10.5,Low Fat,Household,235.5248
FDX32,15.1,Regular,Fruits and Vegetables,146.2786
FDR01,5.405,Regular,Canned,200.5742
FDQ15,20.35,Regular,Meat,81.0276
FDQ14,20.35,low fat,Dairy,149.605
FDS56,5.785,Regular,Fruits and Vegetables,262.0252
DRJ24,11.8,Low Fat,Soft Drinks,185.3924
FDG52,11.8,Low Fat,Frozen Foods,47.1402
FDF59,12.5,Low Fat,Starchy Foods,127.102
DRM49,6.11,Regular,Soft Drinks,45.6086
NCP02,7.105,Low Fat,Household,58.2562
FDW13,8.5,Low Fat,Canned,50.3324
FDH14,17.1,Regular,Canned,138.6838
FDQ20,8.325,Low Fat,Fruits and Vegetables,39.5138
FDT45,15.85,Low Fat,Snack Foods,55.1956
NCM26,15.85,Low Fat,Others,153.934
FDJ22,15.85,Low Fat,Snack Foods,190.3504
FDD29,12.15,Low Fat,Frozen Foods,252.7698
FDA13,15.85,Low Fat,Canned,37.2506
FDV47,17.1,Low Fat,Breads,83.5566
FDS57,15.5,Low Fat,Snack Foods,144.847
DRG36,14.15,Low Fat,Soft Drinks,172.3106
FDK38,14.15,low fat,Canned,149.1734
DRJ49,6.865,Low Fat,Soft Drinks,127.6652
FDR37,16.5,Regular,Breakfast,183.1292
NCS53,14.5,Low Fat,Health and Hygiene,159.4604
FDR22,19.35,Regular,Snack Foods,110.2544
NCP42,8.51,Low Fat,Household,192.1478
FDK38,6.65,Low Fat,Canned,147.0734
NCC43,7.39,Low Fat,Household,252.6066
FDH57,10.895,Low Fat,Fruits and Vegetables,130.3284
FDQ25,8.63,Regular,Canned,170.5422
FDA11,7.75,Low Fat,Baking Goods,92.5436
FDG31,12.15,Low Fat,Meat,62.8826
FDW28,18.25,Low Fat,Frozen Foods,194.3452
FDV14,19.85,Low Fat,Dairy,88.5856
FDU43,9.3,Regular,Fruits and Vegetables,237.3564
DRH11,5.98,Low Fat,Hard Drinks,55.6614
FDC48,5.98,Low Fat,Baking Goods,82.1592
DRK39,7.02,Low Fat,Dairy,82.925
FDB20,7.72,Low Fat,Fruits and Vegetables,76.7986
FDE51,5.925,Regular,Dairy,45.6086
FDX36,9.695,Regular,Baking Goods,224.8404
NCT29,12.6,Low Fat,Health and Hygiene,122.3414
FDU45,15.6,Regular,Snack Foods,112.1518
FDF56,16.7,Regular,Fruits and Vegetables,180.9976
FDR52,18,Regular,Frozen Foods,190.4846
FDB45,20.85,Low Fat,Fruits and Vegetables,104.6306
NCT42,20.85,Low Fat,Household,151.0392
FDP52,18.7,Regular,Frozen Foods,230.201
FDI50,18.7,Regular,Canned,228.0352
FDU48,18.85,Low Fat,Baking Goods,133.3284
FDS43,11.65,Low Fat,Fruits and Vegetables,186.924
NCM41,16.5,Low Fat,Health and Hygiene,93.112
FDP37,15.6,Low Fat,Breakfast,128.1994
FDJ44,12.3,Regular,Fruits and Vegetables,173.2396
FDY38,12.3,Regular,Dairy,231.83
FDC20,10.65,Low Fat,Fruits and Vegetables,56.6272
FDF02,16.2,Low Fat,Canned,102.499
FDX38,10.5,Regular,Dairy,48.2376
FDN50,10.5,Regular,Canned,92.812
FDA07,7.55,Regular,Fruits and Vegetables,123.4072
FDT49,7.55,Low Fat,Canned,104.728
FDA09,13.35,Regular,Snack Foods,179.466
FDV43,16,Low Fat,Fruits and Vegetables,44.5086
FDK58,16,Regular,Snack Foods,103.0016
FDP56,8.185,Low Fat,Fruits and Vegetables,49.9692
DRL47,19.7,Low Fat,Hard Drinks,125.9362
FDR12,12.6,Regular,Baking Goods,172.5764
FDD39,16.7,Low Fat,Dairy,216.885
FDG04,13.1,Low Fat,Frozen Foods,185.0898
FDV19,14.85,Regular,Fruits and Vegetables,162.2578
FDS55,14.85,Low Fat,Fruits and Vegetables,150.3734
FDM50,13,Regular,Canned,58.022
DRF13,12.1,Low Fat,Soft Drinks,146.9444
FDJ48,11.3,Low Fat,Baking Goods,245.4118
FDM20,10,Low Fat,Fruits and Vegetables,245.4144
FDP24,20.6,Low Fat,Baking Goods,121.0756
NCB42,11.8,Low Fat,Health and Hygiene,114.8492
FDN01,8.895,Low Fat,Breakfast,177.037
FDT34,9.3,Low Fat,Snack Foods,104.0964
FDA52,9.3,Regular,Frozen Foods,177.037
NCC18,19.1,Low Fat,Household,171.8422
NCR41,17.85,Low Fat,Health and Hygiene,94.9094
FDX23,6.445,Low Fat,Baking Goods,94.1436
NCH07,13.15,Low Fat,Household,157.8604
FDW47,13.15,Low Fat,Breads,121.7414
DRD13,15,Low Fat,Soft Drinks,61.9168
FDR48,11.65,Low Fat,Baking Goods,151.9024
FDP60,17.35,Low Fat,Baking Goods,102.9016
FDD57,18.1,Low Fat,Fruits and Vegetables,95.0094
FDW13,8.5,low fat,Canned,51.3324
FDN24,14.1,Low Fat,Baking Goods,56.1956
FDJ34,11.8,Regular,Snack Foods,126.2704
FDD46,6.035,low fat,Snack Foods,155.0998
FDF46,6.035,Low Fat,Snack Foods,113.2834
NCE43,12.5,Low Fat,Household,168.4448
FDN27,20.85,Low Fat,Meat,116.8808
FDW52,14,Regular,Frozen Foods,162.6526
DRH03,17.25,Low Fat,Dairy,92.412
NCM29,11.5,Low Fat,Health and Hygiene,129.2626
FDR58,6.675,Low Fat,Snack Foods,93.2462
FDY50,5.8,Low Fat,Dairy,90.3172
FDE16,8.895,Low Fat,Frozen Foods,208.4954
NCE31,7.67,Low Fat,Household,32.9216
FDE53,10.895,Low Fat,Frozen Foods,106.128
DRK11,8.21,Low Fat,Hard Drinks,148.2392
DRH13,8.575,Low Fat,Soft Drinks,107.128
FDA11,7.75,Low Fat,Baking Goods,93.1436
DRL35,7.75,Low Fat,Hard Drinks,41.877
DRF36,7.75,Low Fat,Soft Drinks,190.6846
FDI07,12.35,Regular,Meat,197.2426
FDI32,17.7,Low Fat,Fruits and Vegetables,117.1834
DRL60,8.52,Low Fat,Soft Drinks,151.0682
NCY17,18.2,Low Fat,Health and Hygiene,43.3086
DRH36,18.2,Low Fat,Soft Drinks,73.0696
FDX02,16,Low Fat,Dairy,225.9404
FDG46,8.63,Regular,Snack Foods,115.0518
FDM60,10.8,Regular,Baking Goods,40.7138
FDJ22,18.75,Low Fat,Snack Foods,192.5504
FDU59,5.78,Low Fat,Breads,161.9552
FDL38,13.8,Regular,Canned,90.7172
FDZ23,17.75,Regular,Baking Goods,184.724
FDX52,11.5,Regular,Frozen Foods,194.682
NCB42,11.8,Low Fat,Health and Hygiene,117.6492
NCU18,15.1,Low Fat,Household,140.5496
FDI32,15.1,Low Fat,Fruits and Vegetables,116.6834
NCL54,12.6,Low Fat,Household,174.5054
FDS19,13.8,Regular,Fruits and Vegetables,75.8012
DRB13,6.115,Regular,Soft Drinks,188.653
DRI51,17.25,Low Fat,Dairy,170.3764
FDS57,17.25,Low Fat,Snack Foods,142.047
FDT39,6.26,Regular,Meat,150.7366
FDH48,13.5,Low Fat,Baking Goods,86.254
NCB18,19.6,Low Fat,Household,90.1514
FDR25,19.6,Regular,Canned,263.7884
FDV21,11.5,Low Fat,Snack Foods,126.3704
DRH23,14.65,Low Fat,Hard Drinks,54.9614
FDS52,8.89,Low Fat,Frozen Foods,102.8016
NCC31,8.02,Low Fat,Household,154.2972
FDU03,18.7,Regular,Meat,183.3292
FDY31,5.98,Low Fat,Fruits and Vegetables,148.4418
FDX39,5.98,Regular,Meat,209.7586
FDE46,5.98,Low Fat,Snack Foods,149.5366
NCN29,15.2,Low Fat,Health and Hygiene,48.7034
DRF13,12.1,Low Fat,Soft Drinks,146.3444
FDT46,12.1,Low Fat,Snack Foods,52.1008
FDS58,9.285,Regular,Snack Foods,161.5578
FDX52,9.285,Regular,Frozen Foods,192.282
FDX44,9.3,Low Fat,Fruits and Vegetables,89.4172
DRO35,13.85,Low Fat,Hard Drinks,117.4492
FDC59,16.7,Regular,Starchy Foods,65.7168
FDB12,11.15,Regular,Baking Goods,105.8648
FDU26,16.7,Regular,Dairy,117.2782
NCF30,17,Low Fat,Household,124.5362
FDN02,16.5,Low Fat,Canned,207.2638
DRC27,13.8,Low Fat,Dairy,245.7802
FDZ38,13.8,Low Fat,Dairy,171.3422
DRH25,18.7,Low Fat,Soft Drinks,52.9324
FDT01,13.65,Regular,Canned,211.4902
FDZ09,17.6,Low Fat,Snack Foods,163.8868
DRL37,15.5,Low Fat,Soft Drinks,44.177
FDN49,17.25,Regular,Breakfast,41.748
FDC22,6.89,Regular,Snack Foods,194.882
FDT33,7.81,Regular,Snack Foods,165.1158
NCB43,20.2,Low Fat,Household,188.6898
DRI25,20.2,Low Fat,Soft Drinks,56.6614
FDD21,10.3,Regular,Fruits and Vegetables,113.1176
FDS23,4.635,Low Fat,Breads,126.4994
FDS13,6.465,Low Fat,Canned,265.2884
DRI03,6.465,Low Fat,Dairy,176.9028
FDU58,6.61,Regular,Snack Foods,186.4898
FDL09,6.61,Regular,Snack Foods,167.4816
FDS12,9.1,Low Fat,Baking Goods,126.8362
FDP03,5.15,Regular,Meat,122.5388
FDI21,5.15,Regular,Snack Foods,63.9168
FDW45,18,Low Fat,Snack Foods,147.7418
NCA18,10.1,Low Fat,Household,115.9492
FDN32,10.1,Low Fat,Fruits and Vegetables,185.6266
FDR15,10.1,Regular,Meat,153.8314
DRK11,8.21,Low Fat,Hard Drinks,149.9392
DRG49,7.81,Low Fat,Soft Drinks,242.6486
FDD29,12.15,Low Fat,Frozen Foods,252.1698
FDE33,19.35,Regular,Fruits and Vegetables,80.3644
FDJ58,15.6,Regular,Snack Foods,173.6764
FDM46,7.365,Low Fat,Snack Foods,93.512
FDD23,9.5,Regular,Starchy Foods,187.7898
DRM35,9.5,Low Fat,Hard Drinks,179.4344
DRC25,5.73,Low Fat,Soft Drinks,85.3882
FDL36,15.1,Low Fat,Baking Goods,89.783
FDD41,6.765,Regular,Frozen Foods,105.5306
FDX50,20.1,Low Fat,Dairy,110.4228
DRC25,5.73,Low Fat,Soft Drinks,85.2882
FDA15,5.73,Low Fat,Dairy,249.5092
FDX22,6.785,Regular,Snack Foods,208.7928
FDJ50,8.645,Low Fat,Canned,51.9982
FDT13,8.645,Low Fat,Canned,188.8214
